curso,ano,prova,tipoquestao,idquestao,objeto,objetodetalhado,gabarito,acertoscurso,acertosregiao,acertosbrasil,acertosdif,texto,imagem,urlprova,urlsintese,urlcurso,urlcrop
SI,2014,Geral,Discursiva,D2,,,-,"58,6",48,"48,1","10,5",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Geral,Objetiva,1,,,A,"57,1","60,4","58,1",-1,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Geral,Objetiva,2,,,C,"47,6","48,7","46,1","1,5",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Geral,Objetiva,3,,,E,"85,7","69,4","65,1","20,6",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Geral,Objetiva,4,,,B,"90,5","84,6","82,9","7,6",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Geral,Objetiva,5,,,D,"52,4","39,3","38,4",14,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Geral,Objetiva,6,,,C,"66,7","59,6","57,7",9,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Geral,Objetiva,7,,,E,"71,4","53,7","55,5","15,9",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Geral,Objetiva,8,,,D,"85,7","80,6","79,5","6,2",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Discursiva,D3,,"P 05: pensamento criativo, crítico e sistêmico que possibilite a análise, a compreensão e a resolução de problemas organizacionais;
R 01: identificar problemas que tenham solução algorítmica e desenvolver soluções utilizando ambientes de programação;
OC 03: Algoritmos e Estruturas de Dados",-,"4,8",2,"1,8",3,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Discursiva,D4,,"P 04: compreensão do impacto da Tecnologia da Informação e Comunicação (TIC) no que concerne ao atendimento e à
antecipação estratégica das necessidades da sociedade e, em particular, das organizações;
R 07: gerenciar, manter e garantir a segurança dos sistemas de informação e da infraestrutura de TIC das organizações;
OC 08: Governança de Tecnologia da Informação e Comunicação",-,9,"14,9","12,9","-3,9",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Discursiva,D5,,"P 05 pensamento criativo, crítico e sistêmico que possibilite a análise, a compreensão
e a resolução de problemas organizacionais
R 08 desenvolver, evoluir e administrar os sistemas de informação das organizações
OC 12 Engenharia de Software",-,"33,6","13,6","11,4","22,2",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,9,,"P 05: pensamento criativo, crítico e sistêmico que possibilite a análise, a compreensão e a resolução de problemas organizacionais;
R 01: identificar problemas que tenham solução algorítmica e desenvolver soluções utilizando ambientes de programação;
OC 04: Fundamentos de Programação e Linguagens de Programação;",A,"90,5","74,3",66,"24,5",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,10,,"P 05: pensamento criativo, crítico e sistêmico que possibilite a análise, a compreensão e a resolução de problemas organizacionais;
R 12: gerenciar o desempenho das aplicações e a escalabilidade dos sistemas de informação;
OC 03: Algoritmos e Estruturas de Dados",B,"71,4","58,5","54,6","16,8",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,11,,"P 05: pensamento criativo, crítico e sistêmico que possibilite a análise, a compreensão e a resolução de problemas organizacionais;
R 06 comparar soluções alternativas para demandas organizacionais, incluindo a
análise de risco e integração das soluções propostas
OC 02: Probabilidade e Estatística",D,"76,2","50,5","48,2","28,0",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,12,,"P 04: compreensão do impacto da Tecnologia da Informação e Comunicação (TIC) no que concerne ao atendimento e à
antecipação estratégica das necessidades da sociedade e, em particular, das organizações;
R 06: comparar soluções alternativas para demandas organizacionais, incluindo a análise de risco e integração das soluções
propostas;
OC 05: Pesquisa Operacional",A,"42,9","33,2","31,2","11,7",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,13,,"P 04: compreensão do impacto da Tecnologia da Informação e Comunicação (TIC) no que concerne ao atendimento e à
antecipação estratégica das necessidades da sociedade e, em particular, das organizações; R 08 desenvolver, evoluir e administrar
os sistemas de informação das organizações OC 04: Fundamentos de Programação e Linguagens de Programação",D,"66,7","52,5","48,3","18,4",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,14,,"P 06: atuação como agente de mudança no contexto organizacional;
R 02: selecionar, configurar e gerenciar TICs nas Organizações; OC 04: Fundamentos de Programação e Linguagens de
Programação",B,"57,1","35,5","35,9","21,2",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,15,,"P 04: compreensão do impacto da Tecnologia da Informação e Comunicação (TIC) no que concerne ao atendimento e à
antecipação estratégica das necessidades da sociedade e, em particular, das organizações;
R 03: atuar nos níveis operacional, tático e estratégico para atingir os objetivos organizacionais, usando as TICs;
OC 06: Fundamentos de Sistemas de Informação e Teoria Geral de Sistemas OC 17 Banco de Dados",A,"61,9","47,9","46,8","15,1",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,16,Algoritmos e Estruturas de Dados,"P 03: atuação empreendedora e cooperativa no atendimento às demandas sociais da região onde atua, do Brasil e do mundo;
R 11: modelar e aprimorar processos de negócio;
OC 06: Fundamentos de Sistemas de Informação e Teoria Geral de Sistemas OC 08 Governança de Tecnologia da Informação e
Comunicação",E,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,17,Governança de Tecnologia da Informação e Comunicação,"P 05: pensamento criativo, crítico e sistêmico que possibilite a análise, a compreensão e a resolução de problemas organizacionais;
R 12 gerenciar o desempenho das aplicações e a escalabilidade dos sistemas de
informação
OC 10: Sistemas Operacionais",D,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,18,Engenharia de Software,"P 06: atuação como agente de mudança no contexto organizacional;
R 04: identificar oportunidades de mudanças e projetar soluções usando TICs nas organizações;
OC 07: Arquitetura empresarial",E,"42,9","22,9","22,3","20,6",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,19,Fundamentos de Programação e Linguagens de Programação;,"P 06 atuação como agente de mudança no contexto organizacional
R 06 comparar soluções alternativas para demandas organizacionais, incluindo a
análise de risco e integração das soluções propostas
OC 09 Arquitetura e Organização de Computadores",C,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,20,Algoritmos e Estruturas de Dados,"P 01 atualização contínua e aprimoramento de suas competências e habilidades
R 02 selecionar, configurar e gerenciar TICs nas Organizações OC 11 Redes de Computadores e Sistemas Distribuídos",A,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,21,Probabilidade e Estatística,"P 02: sensibilidade frente a questões sociais, profissionais, legais, éticas, políticas, humanísticas e tecnológicas;
R 10: gerenciar projetos na área de Sistemas de Informação;
OC 13: Gerência de Projetos",B,"19,0","20,5","18,2","0,8",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,22,Pesquisa Operacional,"P 01: atualização contínua e aprimoramento de suas competências e habilidades;
R 07: gerenciar, manter e garantir a segurança dos sistemas de informação e da infraestrutura de TIC das organizações;
OC 16 Segurança e Auditoria de Sistemas",D,"33,3",43,"39,2","-5,9",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,23,Fundamentos de Programação e Linguagens de Programação,"P 05: pensamento criativo, crítico e sistêmico que possibilite a análise, a compreensão e a resolução de problemas organizacionais;
R 02: selecionar, configurar e gerenciar TICs nas Organizações;
OC 11 Redes de Computadores e Sistemas Distribuídos",D,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,24,"Fundamentos de Programação e Linguagens de
Programação","P 06: atuação como agente de mudança no contexto organizacional;
R 04: identificar oportunidades de mudanças e projetar soluções usando TICs nas organizações;
OC 12: Engenharia de Software",E,"42,9","49,8","46,6","-3,7",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,25,Fundamentos de Sistemas de Informação e Teoria Geral de Sistemas; Banco de Dados,"P 06: atuação como agente de mudança no contexto organizacional;
R 13: conduzir e participar de processos de negociação;
OC 13: Gerência de Projetos",C,"71,4","57,9","55,1","16,3",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,26,"Fundamentos de Sistemas de Informação e Teoria Geral de Sistemas; Governança de Tecnologia da Informação e
Comunicação","P 02: sensibilidade frente a questões sociais, profissionais, legais, éticas, políticas, humanísticas e tecnológicas;
R 08: desenvolver, evoluir e administrar os sistemas de informação das organizações;
OC 14: Qualidade de Processo e Produto",B,"47,6","34,9",34,"13,6",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,27,Sistemas Operacionais,"P 04 compreensão do impacto da Tecnologia da Informação e Comunicação (TIC)
no que concerne ao atendimento e à antecipação estratégica das necessidades
da sociedade e, em particular, das organizações
R 08: desenvolver, evoluir e administrar os sistemas de informação das organizações;
OC 14 Qualidade de Processo e Produto OC 06 Fundamentos de Sistemas de Informação e Teoria Geral de Sistemas",C,"76,2","59,1","52,7","23,5",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,28,Arquitetura empresarial,"P 02: sensibilidade frente a questões sociais, profissionais, legais, éticas, políticas, humanísticas e tecnológicas; R 09: aprimorar a
experiência de usuários de sistemas de informação incluindo aspectos de interação humano-computador; OC 15: Interação Humano-
Computador",C,"81,0",63,"55,6","25,4",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,29,Arquitetura e Organização de Computadores,"P 02: sensibilidade frente a questões sociais, profissionais, legais, éticas, políticas, humanísticas e tecnológicas; R 07: gerenciar,
manter e garantir a segurança dos sistemas de informação e da infraestrutura de TIC das organizações; OC 16: Segurança e
Auditoria de Sistemas",A,"95,2","84,7","79,4","15,8",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,30,Redes de Computadores e Sistemas Distribuídos,"P 05 pensamento criativo, crítico e sistêmico que possibilite a análise, a compreensão
e a resolução de problemas organizacionais
R 08 desenvolver, evoluir e administrar os sistemas de informação das organizações
OC 17 Banco de Dados",C,"47,6","44,8","43,5","4,1",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,31,Gerência de Projetos,"P 05 pensamento criativo, crítico e sistêmico que possibilite a análise, a compreensão
e a resolução de problemas organizacionais
R 08 desenvolver, evoluir e administrar os sistemas de informação das organizações
OC 17 Banco de Dados",E,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,32,Segurança e Auditoria de Sistemas,"P 05: pensamento criativo, crítico e sistêmico que possibilite a análise, a compreensão e a resolução de problemas organizacionais;
R 11 modelar e aprimorar processos de negócio O
C 19: Modelagem de Processos de Negócio",B,"57,1",55,"51,4","5,7",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,33,Redes de Computadores e Sistemas Distribuídos,"P 02: sensibilidade frente a questões sociais, profissionais, legais, éticas, políticas, humanísticas e tecnológicas;
R 04 identificar oportunidades de mudanças e projetar soluções usando TICs nas
organizações
OC 20: Informática e Sociedade",C,"28,6","19,4",19,"9,6",,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,34,Engenharia de Software,"P 03: atuação empreendedora e cooperativa no atendimento às demandas sociais da região onde atua, do Brasil e do mundo;
R 03: atuar nos níveis operacional, tático e estratégico para atingir os objetivos organizacionais, usando as TICs;
OC 18: Gestão do Conhecimento",C,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
SI,2014,Específica,Objetiva,35,Gerência de Projetos,"P 01: atualização contínua e aprimoramento de suas competências e habilidades;
R 14: ler e interpretar textos técnicos na língua inglesa;
OC 12: Engenharia de Software",C,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2014/39_sistemas_informacao.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2014/2014_rel_sistemas_de_informacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2014/relatorio/cursos/4006005824316907.pdf,
